,종목코드,회사명,시장구분,업종,업종명,항목명,2022,2021,2020,cc,est_dt,induty_code,address,corp_code,corp_name,stock_code,rlgnm,gu,x,y
5,027410,BGF,유가증권시장상장법인,649,기타 금융업,영업이익,"11,499,330,314","14,640,997,513","26,355,506,906",00219097,19941201,64992,서울특별시 강남구 테헤란로 405,00219097,BGF,027410,서울특별시,강남구,127.049820017,37.505195121
6,282330,BGF리테일,유가증권시장상장법인,471,종합 소매업,영업이익(손실),"199,441,703,668","162,204,243,583","196,623,293,754",01263022,20171101,47122,서울특별시 강남구 테헤란로 405 BGF사옥,01263022,BGF리테일,282330,서울특별시,강남구,127.049820017,37.505195121
7,032790,BNGT,코스닥시장상장법인,465,기계장비 및 관련 물품 도매업,영업이익(손실),"121,670,608","-261,517,233","-3,428,136,777",00110884,19730921,465,서울특별시 서초구 효령로 83 엠젠플러스빌딩 (방배동),00110884,엠젠솔루션,032790,서울특별시,서초구,126.993324604,37.480360753
8,001460,BYC,유가증권시장상장법인,141,봉제의복 제조업,영업이익,"26,711,346,464","22,940,934,002","23,393,686,890",00122579,19550513,14120,서울특별시 영등포구 도림천로21길 3,00122579,BYC,001460,서울특별시,영등포구,126.901494133,37.486653061
11,035760,CJ ENM,코스닥시장상장법인,602,텔레비전 방송업,영업이익,"296,876,105,378","272,067,865,192","269,385,174,265",00265324,19941216,602,서울특별시 서초구  과천대로 870-13,00265324,CJ ENM,035760,서울특별시,서초구,126.987984937,37.469046710
12,311690,CJ 바이오사이언스,코스닥시장상장법인,701,자연과학 및 공학 연구개발업,영업이익(손실),"-10,108,067,067","-8,513,222,577","-4,518,862,465",01071041,20091118,701,서울특별시 중구 세종대로 14 그랜드센트럴타워 B동 7층,01071041,CJ 바이오사이언스,311690,서울특별시,중구,126.974434559,37.557851588
13,097950,CJ제일제당,유가증권시장상장법인,107,기타 식품 제조업,영업이익,"1,524,429,392,000","1,359,551,440,000","896,857,873,000",00635134,20070904,10720,서울특별시 중구  동호로 330,00635134,CJ제일제당,097950,서울특별시,중구,127.003293395,37.564009128
16,056000,COWON,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,영업이익(손실),"-6,203,980,662","352,752,492","-3,572,681,847",00361266,19960911,582,서울특별시 강남구 언주로 540 코원타워 5층,00361266,코원플레이,056000,서울특별시,강남구,127.041052443,37.506601532
18,083660,CSA 코스믹,코스닥시장상장법인,204,기타 화학제품 제조업,영업이익(손실),"1,999,698,281","-787,279,044","-5,727,834,998",00406037,19891107,204,서울특별시 강남구 학동로30길 20 -,00406037,CSA 코스믹,083660,서울특별시,강남구,127.032062915,37.512786675
20,012030,DB,유가증권시장상장법인,620,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",영업이익(손실),"23,472,667,404","26,874,196,003","18,493,009,586",00163345,19770315,62021,서울특별시 강남구 삼성로96길 23 7층,00163345,DB,012030,서울특별시,강남구,127.057665430,37.509329737
27,365550,ESR켄달스퀘어리츠,유가증권시장상장법인,681,부동산 임대 및 공급업,영업이익(손실),"8,103,527,181","-713,932,977","-126,194,000",01437186,20200220,681,"서울특별시 영등포구 국제금융로 10 (여의도동, 서울국제금융센터) 35층",01437186,ESR켄달스퀘어리츠,365550,서울특별시,영등포구,126.926796859,37.525435705
28,365550,ESR켄달스퀘어리츠,유가증권시장상장법인,681,부동산 임대 및 공급업,영업이익(손실),"14,730,254,206","8,103,527,181","-713,932,977",01437186,20200220,681,"서울특별시 영등포구 국제금융로 10 (여의도동, 서울국제금융센터) 35층",01437186,ESR켄달스퀘어리츠,365550,서울특별시,영등포구,126.926796859,37.525435705
29,050120,ES큐브,코스닥시장상장법인,464,생활용품 도매업,영업이익(손실),"283,187,246","10,315,988,227","-2,617,071,032",00175623,19770620,46419,"서울특별시 강남구 강남대로 556 12층(논현동, 논현빌딩)",00175623,ES큐브,050120,서울특별시,강남구,127.021574534,37.511512842
30,383220,F&F,유가증권시장상장법인,141,봉제의복 제조업,영업이익(손실),"322,683,779,494",,,01568413,20210503,14111,서울특별시 강남구 언주로 541,01568413,F&F,383220,서울특별시,강남구,127.040426432,37.506229767
31,007700,F&F 홀딩스,유가증권시장상장법인,649,기타 금융업,영업이익(손실),"223,050,455,460","-4,376,662,656","150,736,275,367",00126487,19720224,64992,"서울특별시 강남구  언주로 541(역삼동,외 에프앤에프빌딩)",00126487,F&F 홀딩스,007700,서울특별시,강남구,127.040426432,37.506229767
32,214270,FSN,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,영업이익(손실)ㄱ,"10,174,967,331","4,349,239,254","7,736,948,508",01061497,20150116,582,서울특별시 강남구 언주로 637 싸이칸타워,01061497,FSN,214270,서울특별시,강남구,127.035036534,37.513363681
34,114090,GKL,유가증권시장상장법인,912,유원지 및 기타 오락관련 서비스업,영업이익(손실),"-145,828,746,668","-88,810,804,534","96,802,634,482",00557508,20050906,91249,서울특별시 강남구 삼성로 610 삼성동,00557508,GKL,114090,서울특별시,강남구,127.053154258,37.514106907
37,007070,GS리테일,유가증권시장상장법인,471,종합 소매업,영업이익(손실),"208,469,084,873","252,567,215,539","238,835,955,920",00140177,19710213,47122,서울특별시 강남구 논현로 508GS타워(역삼동 679),00140177,GS리테일,007070,서울특별시,강남구,127.037476010,37.502001742
40,039570,HDC랩스,유가증권시장상장법인,423,전기 및 통신 공사업,영업이익(손실),"9,666,853,635","15,323,582,080","12,952,774,365",00350312,19990917,423,서울특별시 서초구 효령로 346 서초 HDC랩스 타워,00350312,HDC랩스,039570,서울특별시,서초구,127.022010719,37.486324250
45,011200,HMM,유가증권시장상장법인,501,해상 운송업,영업이익(손실),"7,377,522,000,000","980,781,000,000","-299,694,000,000",00164645,19760325,50112,"서울특별시 영등포구 여의대로 108 (여의도동, 파크원 타워1)",00164645,HMM,011200,서울특별시,영등포구,126.927176775,37.526637268
51,067290,JW신약,코스닥시장상장법인,212,의약품 제조업,영업이익(손실),"3,426,120,278","-553,595,623","1,145,720,471",00110431,19810813,212,서울특별시 서초구 남부순환로 2477,00110431,JW신약,067290,서울특별시,서초구,127.021236012,37.483164656
52,001060,JW중외제약,유가증권시장상장법인,212,의약품 제조업,영업이익(손실),"31,199,849,285","-1,322,981,932","-19,013,830,488",00149947,19450808,21210,서울특별시 서초구  남부순환로 2477,00149947,JW중외제약,001060,서울특별시,서초구,127.021236012,37.483164656
53,096760,JW홀딩스,유가증권시장상장법인,649,기타 금융업,영업이익(손실),"68,728,818,585","37,328,838,793","6,014,833,499",00632304,20070703,64992,서울특별시 서초구  남부순환로 2477,00632304,JW홀딩스,096760,서울특별시,서초구,127.021236012,37.483164656
59,092220,KEC,유가증권시장상장법인,261,반도체 제조업,Ⅳ.영업이익(손실),"26,525,638,383","-2,337,589,190","-6,954,032,912",00589127,20060912,2612,서울특별시 서초구  마방로10길 5,00589127,KEC,092220,서울특별시,서초구,127.043288361,37.477058902
61,016380,KG동부제철,유가증권시장상장법인,241,1차 철강 제조업,영업이익,"296,911,904,979","110,778,751,212","34,639,840,274",00115676,19821027,24122,서울특별시 중구 한강대로 416 서울스퀘어 7층,00115676,KG스틸,016380,서울특별시,중구,126.973762803,37.555521882
62,046440,KG모빌리언스,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,영업이익,"47,500,748,499","45,704,826,491","34,781,044,256",00405278,20000317,582,서울특별시 중구 통일로 92 케이지타워 16층,00405278,KG모빌리언스,046440,서울특별시,중구,126.969233671,37.563579965
63,035600,KG이니시스,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,영업이익,"106,647,236,661","98,005,684,762","82,217,853,896",00264547,19981103,58221,"서울특별시 중구 통일로 92 케이지타워 14,15층",00264547,KG이니시스,035600,서울특별시,중구,126.969233671,37.563579965
76,044450,KSS해운,유가증권시장상장법인,501,해상 운송업,영업이익(손실),"58,089,120,996","50,731,188,402","52,771,937,110",00160232,19840627,50112,서울특별시 종로구 인사동길 12 대일빌딩 8층,00160232,KSS해운,044450,서울특별시,종로구,126.987219861,37.571928579
78,093050,LF,유가증권시장상장법인,141,봉제의복 제조업,영업이익,"158,865,864,141","77,067,170,451","87,533,142,027",00593032,20061103,14111,서울특별시 강남구 언주로 870 (신사동),00593032,LF,093050,서울특별시,강남구,127.034055188,37.527983298
79,034220,LG디스플레이,유가증권시장상장법인,262,전자 부품 제조업,영업이익(손실),"2,230,608,000,000","-36,465,000,000","-1,359,382,000,000",00105873,19850228,26211,서울특별시 영등포구 여의대로 128 LG트윈타워 (동관 12층),00105873,LG디스플레이,034220,서울특별시,영등포구,126.929139246,37.527885439
87,160550,NEW,코스닥시장상장법인,591,"영화, 비디오물, 방송 프로그램 제작 및 배급업",영업이익(손실),"-499,604,543","1,854,741,101","-8,149,288,316",00974927,20080625,591,서울특별시 강남구 학동로9길 5 -,00974927,NEW,160550,서울특별시,강남구,127.024242336,37.512455245
89,400760,NH올원리츠,유가증권시장상장법인,681,부동산 임대 및 공급업,영업이익,"10,074,810,954","8,773,229,852","7,637,242,141",01480780,20191120,6812,서울특별시 영등포구 국제금융로8길 2 농협재단빌딩 5층,01480780,NH올원리츠,400760,서울특별시,영등포구,126.930048017,37.522017307
90,034310,NICE,유가증권시장상장법인,715,회사 본부 및 경영 컨설팅 서비스업,영업이익,"144,268,811,828","153,148,431,943","153,775,896,651",00158316,19860911,715,서울특별시 영등포구 은행로 17 (여의도동) NICE 그룹 1사옥,00158316,NICE,034310,서울특별시,영등포구,126.920758722,37.528309769
91,030190,NICE평가정보,코스닥시장상장법인,639,기타 정보 서비스업,영업이익(손실),"72,604,608,652","62,718,416,760","51,340,882,668",00158325,19850228,63991,서울특별시 영등포구 은행로 17 NICE 그룹1사옥,00158325,NICE평가정보,030190,서울특별시,영등포구,126.920758722,37.528309769
100,036120,SCI평가정보,코스닥시장상장법인,639,기타 정보 서비스업,영업이익(손실),"10,140,263,114","8,297,353,870","6,923,879,571",00260745,19920423,63991,서울특별시 영등포구 국회대로70길 23 -,00260745,SCI평가정보,036120,서울특별시,영등포구,126.921000011,37.528887980
106,005090,SGC에너지,유가증권시장상장법인,351,전기업,영업이익,"152,238,223,395","7,017,229,307",,00125150,19670627,351,"서울특별시 서초구 양재대로 246 2층,3층 한국소비자원",00125150,SGC에너지,005090,서울특별시,서초구,127.045050008,37.465908604
107,016250,SGC이테크건설,코스닥시장상장법인,411,건물 건설업,영업이익(손실),"69,077,041,588","-36,417,532,959","12,939,081,204",00141246,19820914,4112,서울특별시 서초구 양재대로 246(염곡동),00141246,SGC이테크건설,016250,서울특별시,서초구,127.045050008,37.465908604
112,034730,SK,유가증권시장상장법인,649,기타 금융업,영업이익(손실),"4,935,539,000,000","-76,894,000,000","3,840,452,000,000",00181712,19910413,64992,서울특별시 종로구 종로 26 SK주식회사,00181712,SK,034730,서울특별시,종로구,126.980303531,37.569690909
119,395400,SK리츠,유가증권시장상장법인,681,부동산 임대 및 공급업,영업이익(손실),"15,203,345,237","13,487,410,476",0,01535150,20210315,68112,서울특별시 중구 세종대로 136 15층,01535150,SK리츠,395400,서울특별시,중구,126.978283977,37.568415004
120,395400,SK리츠,유가증권시장상장법인,681,부동산 임대 및 공급업,영업이익(손실),"13,487,410,476",0,,01535150,20210315,68112,서울특별시 중구 세종대로 136 15층,01535150,SK리츠,395400,서울특별시,중구,126.978283977,37.568415004
121,361610,SK아이이테크놀로지,유가증권시장상장법인,282,일차전지 및 축전지 제조업,영업이익,"89,175,689,000","125,218,840,000","80,556,055,000",01386916,20190401,282,"서울특별시 종로구 종로 26 (서린동, SK서린동빌딩)",01386916,SK아이이테크놀로지,361610,서울특별시,종로구,126.980303531,37.569690909
122,096770,SK이노베이션,유가증권시장상장법인,192,석유 정제품 제조업,영업이익,"1,754,170,704,000","-2,420,286,372,000","1,291,477,755,000",00631518,20070703,192,서울특별시 종로구  종로 26,00631518,SK이노베이션,096770,서울특별시,종로구,126.980303531,37.569690909
130,036530,SNT홀딩스,유가증권시장상장법인,649,기타 금융업,영업이익(손실),"125,567,101,979","127,086,172,680","126,277,061,201",00225159,19820927,64992,서울특별시 강남구 테헤란로 124 11층(역삼동),00225159,SNT홀딩스,036530,서울특별시,강남구,127.031703098,37.498784306
134,002820,SUN&L,유가증권시장상장법인,162,나무제품 제조업,영업이익(손실),"-21,880,824,546","-3,864,093,442","-18,748,459,293",00132211,19591017,16211,인천광역시 중구 월미로 96,00132211,SUN&L,002820,인천광역시,중구,126.604193970,37.479563702
136,089230,THE E&M,코스닥시장상장법인,639,기타 정보 서비스업,영업이익(손실),"3,527,300,569","4,490,907,280","7,897,754,682",00519252,20020708,639,서울특별시 서초구 강남대로101안길 41 .,00519252,THE E&M,089230,서울특별시,서초구,127.016554928,37.515727500
137,161570,THE MIDONG,코스닥시장상장법인,265,영상 및 음향 기기 제조업,영업손익,"-3,127,080,685","-4,296,889,358","-3,633,247,541",00945208,20090624,26519,서울특별시 서초구 남부순환로 2652 대명빌딩 7층,00945208,THE MIDONG,161570,서울특별시,서초구,127.040851652,37.485234535
138,192410,THQ,코스닥시장상장법인,264,통신 및 방송장비 제조업,영업이익(손실),"3,253,502,795","-11,779,312,630","3,645,310,129",00623184,19971015,2642,"서울특별시 중구 세종대로 136 7층(태평로1가, 서울파이낸스센터)",00623184,휴림네트웍스,192410,서울특별시,중구,126.978283977,37.568415004
141,317240,TS트릴리온,코스닥시장상장법인,204,기타 화학제품 제조업,영업이익(손실),"-7,640,072,243","3,660,868,407","4,806,169,467",01353024,20190111,204,"서울특별시 영등포구 양평로 96 1층,6층,8층(양평동4가,티에스빌딩)",01353024,TS트릴리온,317240,서울특별시,영등포구,126.896768613,37.536695001
142,002900,TYM,유가증권시장상장법인,292,특수 목적용 기계 제조업,영업이익,"35,264,240,176","29,086,927,861","13,702,069,676",00117230,19600201,29210,서울특별시 강남구 언주로133길 7,00117230,TYM,002900,서울특별시,강남구,127.034646771,37.516047046
145,057030,YBM넷,코스닥시장상장법인,857,교육 지원 서비스업,영업이익(손실),"3,634,171,515","-1,202,891,905","2,627,667,962",00307222,20000607,857,서울특별시 종로구 종로 98 지상 4층~9층,00307222,YBM넷,057030,서울특별시,종로구,126.988388641,37.569905248
146,037270,YG PLUS,유가증권시장상장법인,631,"자료 처리, 호스팅, 포털 및 기타 인터넷 정보 매개 서비스업",영업이익(손실),"25,571,451,133","6,138,629,198","4,526,335,675",00249247,19961115,631,"서울특별시 영등포구 국제금융로 10 19층, (여의도동, 쓰리아이에프씨)",00249247,YG PLUS,037270,서울특별시,영등포구,126.925936860,37.525058399
154,217730,강스템바이오텍,코스닥시장상장법인,211,기초 의약 물질 및 생물학적 제제 제조업,영업손실,"-22,735,544,454","-18,725,364,550","-23,153,708,426",01025644,20101029,21102,서울특별시 강남구 테헤란로 512 신안빌딩 17층,01025644,강스템바이오텍,217730,서울특별시,강남구,127.059248564,37.507245372
156,094480,갤럭시아머니트리,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,영업이익(손실),"7,873,663,623","7,734,368,598","8,650,299,880",00587457,19941005,58221,서울시 강남구 수서동 715번지 수서오피스 빌딩 12층,00587457,갤럭시아머니트리,094480,서울시,강남구,0,0
158,002100,경농,유가증권시장상장법인,203,"비료, 농약 및 살균ㆍ살충제 제조업",영업이익,"16,758,990,471","14,281,976,627","8,690,743,324",00101433,19570712,2032,서울특별시 서초구 강남대로39길 15-10한라비발디스튜디오193,00101433,경농,002100,서울특별시,서초구,127.032103087,37.485650598
165,012200,계양전기,유가증권시장상장법인,291,일반 목적용 기계 제조업,영업이익(손실),"1,796,805,693","3,007,589,451","2,348,037,078",00102618,19770427,29194,서울특별시 강남구 테헤란로 508 (대치동)해성2빌딩 2층,00102618,계양전기,012200,서울특별시,강남구,127.057985796,37.506824991
167,049720,고려신용정보,코스닥시장상장법인,759,기타 사업 지원 서비스업,영업이익(손실),"12,459,467,876","9,993,294,320","8,075,240,099",00336297,19910627,75993,"서울특별시 서초구 서초대로 353 (서초동, 유니온타워)",00336297,고려신용정보,049720,서울특별시,서초구,127.019914552,37.495917003
168,010130,고려아연,유가증권시장상장법인,242,1차 비철금속 제조업,영업이익,"1,096,146,343,693","897,387,769,203","805,328,836,892",00102858,19740801,24213,서울특별시 강남구  강남대로 542 영풍빌딩,00102858,고려아연,010130,서울특별시,강남구,127.022112122,37.510577255
172,035290,골드앤에스,코스닥시장상장법인,581,"서적, 잡지 및 기타 인쇄물 출판업",영업이익(손실),"1,355,619,421","-2,253,009,994","-7,142,116,564",00249502,19941114,581,"서울특별시 영등포구 국회대로74길 12 9층 901호 (여의도동,남중빌딩)",00249502,골드앤에스,035290,서울특별시,영등포구,126.921061620,37.530089602
174,215000,골프존,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,영업이익,"107,671,750,993","51,572,914,217","32,297,494,216",01067516,20150303,58219,서울특별시 강남구 영동대로 735 -,01067516,골프존,215000,서울특별시,강남구,127.054578156,37.523431465
175,121440,골프존뉴딘홀딩스,코스닥시장상장법인,461,상품 중개업,영업이익,"73,192,953,769","29,999,993,909","-3,625,435,559",00674498,20000508,461,서울특별시 강남구 영동대로 735-,00674498,골프존뉴딘홀딩스,121440,서울특별시,강남구,127.054578156,37.523431465
176,009290,광동제약,유가증권시장상장법인,212,의약품 제조업,영업이익,"44,935,683,503","46,590,713,437","41,803,237,663",00103592,19631016,21220,서울특별시 서초구  서초중앙로 85 가산빌딩,00103592,광동제약,009290,서울특별시,서초구,127.014051499,37.489383129
179,029480,광무,코스닥시장상장법인,264,통신 및 방송장비 제조업,영업이익(손실),"-724,747,537","-3,493,926,657","-2,620,988,582",00186452,19910527,26410,"서울특별시 서초구 남부순환로 2634-27 나동 1,4층 (양재동, 성원빌딩)",00186452,광무,029480,서울특별시,서초구,127.039008899,37.484490951
184,005320,국동,유가증권시장상장법인,464,생활용품 도매업,영업이익(손실),"-3,587,448,466","26,588,642,518","-4,249,136,327",00168331,19671208,46413,"서울특별시 강남구 논현로 322 6,7층(역삼동)",00168331,국동,005320,서울특별시,강남구,127.040445786,37.494122173
190,204020,그리티,코스닥시장상장법인,141,봉제의복 제조업,영업이익(손실),"-7,556,310,175","2,147,779,240","2,913,982,251",00671978,19990918,14120,"서울특별시 강남구 언주로151길 7, 2층 (신사동, 주성빌)",00671978,그리티,204020,서울특별시,강남구,127.032767975,37.522016026
194,204620,글로벌텍스프리,코스닥시장상장법인,661,금융 지원 서비스업,영업이익(손실),"-13,769,326,935","-11,429,398,610","6,927,566,084",01042711,20140731,661,"서울특별시 중구 퇴계로 131 9층(충무로2가, 신일빌딩)",01042711,글로벌텍스프리,204620,서울특별시,중구,126.986411050,37.561269583
195,019660,글로본,코스닥시장상장법인,468,상품 종합 도매업,영업이익(손실),"-7,354,869,387","-4,285,822,898","-4,666,163,759",00159731,19861220,468,서울특별시 강남구 도산대로 331 -,00159731,글로본,019660,서울특별시,강남구,127.038108128,37.523271465
197,053260,금강철강,코스닥시장상장법인,241,1차 철강 제조업,영업이익(손실),"9,069,143,627","3,150,804,414","2,158,369,141",00105475,19770112,2419,"서울특별시 서초구  서운로 19 701호(서초동, 서초월드오피스텔)",00105475,금강철강,053260,서울특별시,서초구,127.029070073,37.485623888
202,001210,금호전기,유가증권시장상장법인,284,전구 및 조명장치 제조업,영업이익(손실),"-8,559,664,657","-6,423,342,717","-3,311,686,948",00106395,19350525,28410,서울특별시 영등포구 국제금융로 10 쓰리아이에프씨동 14층,00106395,금호전기,001210,서울특별시,영등포구,126.925936860,37.525058399
204,036190,금화피에스시,코스닥시장상장법인,423,전기 및 통신 공사업,영업이익(손실),"25,617,281,491","26,993,690,073","34,327,290,781",00176516,19810513,423,서울특별시 강남구  테헤란로25길 15-4,00176516,금화피에스시,036190,서울특별시,강남구,127.035003162,37.501909175
220,036800,나이스정보통신,코스닥시장상장법인,612,전기 통신업,영업이익(손실),"46,822,537,909","36,724,046,564","35,567,030,826",00264945,19880512,61299,서울특별시 영등포구 은행로 17 NICE 그룹1사옥,00264945,나이스정보통신,036800,서울특별시,영등포구,126.920758722,37.528309769
223,003920,남양유업,유가증권시장상장법인,105,낙농제품 및 식용 빙과류 제조업,영업이익(손실),"-77,853,692,930","-76,734,303,250","417,350,470",00107598,19640313,10501,서울특별시 강남구 도산대로 240 1964빌딩,00107598,남양유업,003920,서울특별시,강남구,127.033483929,37.520989373
224,025860,남해화학,유가증권시장상장법인,203,"비료, 농약 및 살균ㆍ살충제 제조업",영업이익(손실),"20,481,749,724","26,391,593,903","15,330,702,542",00107987,19740508,20312,서울특별시 강남구 테헤란로113길 15 (삼성동),00107987,남해화학,025860,서울특별시,강남구,127.065783915,37.511098577
227,094860,네오리진,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,영업이익(손실),"-2,455,105,448","-1,700,860,527","258,266,697",00599106,20070220,58221,"서울특별시 강남구 학동로 155 (논현동, 원영빌딩지하1층,3층, 4층, 5층, 6층)",00599106,네오리진,094860,서울특별시,강남구,127.027675132,37.513322578
248,104620,노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행 보조 서비스업,영업이익(손실),"-14,717,001,105","-6,320,013,015","-2,058,521,935",00632845,20010813,75210,"서울특별시 중구 수표로 31 (저동2가, 노랑풍선빌딩)",00632845,노랑풍선,104620,서울특별시,중구,126.989742063,37.564023964
262,040160,누리플렉스,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,영업이익(손실),"5,512,244,188","2,887,730,316","11,613,034,312",00269889,19940418,58221,서울특별시 서초구 사평대로 16(방배동 750-14번지),00269889,누리플렉스,040160,서울특별시,서초구,126.986067486,37.498314394
286,001680,대상,유가증권시장상장법인,107,기타 식품 제조업,영업이익,"153,245,195,127","174,391,508,086","129,813,204,520",00121941,19560131,1074,서울특별시 종로구 창경궁로 120 종로플레이스,00121941,대상,001680,서울특별시,종로구,126.998252912,37.572973260
287,084690,대상홀딩스,유가증권시장상장법인,649,기타 금융업,영업이익(손실),"163,034,063,085","207,014,489,677","155,474,040,686",00539274,20050801,64992,서울특별시 중구 세종대로9길 41 올리브타워 2층,00539274,대상홀딩스,084690,서울특별시,중구,126.972983450,37.561352486
289,117580,대성에너지,유가증권시장상장법인,352,연료용 가스 제조 및 배관공급업,영업이익(손실),"16,047,844,903","26,277,003,937","24,284,418,148",00787376,20091001,35200,대구광역시 중구 명덕로 85 (남산동),00787376,대성에너지,117580,대구광역시,중구,128.580265972,35.857851360
291,016710,대성홀딩스,유가증권시장상장법인,715,회사 본부 및 경영 컨설팅 서비스업,영업이익,"21,337,617,299","25,418,534,398","23,867,646,286",00108940,19830131,715,대구광역시 중구 명덕로 85 대성홀딩스,00108940,대성홀딩스,016710,대구광역시,중구,128.580265972,35.857851360
300,024890,대원화성,유가증권시장상장법인,222,플라스틱 제품 제조업,영업이익(손실),"-8,431,253,759","348,221,278","6,686,516,331",00112022,19740523,22214,서울특별시 강남구 봉은사로 327 궁도빌딩 13층,00112022,대원화성,024890,서울특별시,강남구,127.042659549,37.510191711
313,001070,대한방직,유가증권시장상장법인,132,직물 직조 및 직물제품 제조업,영업이익(손실),"5,406,662,230","3,550,300,015","-12,979,458,087",00112970,19530810,132,"서울특별시 중구 중림로 48 (중림동, 성준빌딩)",00112970,대한방직,001070,서울특별시,중구,126.968111360,37.557245812
314,006650,대한유화,유가증권시장상장법인,201,기초 화학물질 제조업,영업이익(손실),"179,414,039,346","170,161,246,174","113,849,235,921",00260383,19700602,20111,서울특별시 종로구  자하문로 77 유남빌딩,00260383,대한유화,006650,서울특별시,종로구,126.969913130,37.583001727
317,001790,대한제당,유가증권시장상장법인,106,"곡물 가공품, 전분 및 전분제품 제조업",영업이익(손실),"42,051,836,000","46,300,876,000","29,481,279,000",00113234,19560706,106,인천광역시 중구  월미로 116(북성동1가),00113234,대한제당,001790,인천광역시,중구,126.605531592,37.478130117
318,001130,대한제분,유가증권시장상장법인,106,"곡물 가공품, 전분 및 전분제품 제조업",영업이익(손실),"24,960,181,509","22,966,625,919","23,483,614,049",00113243,19521225,10612,서울특별시 중구 세종대로 39,00113243,대한제분,001130,서울특별시,중구,126.973777605,37.560714198
324,192080,더블유게임즈,유가증권시장상장법인,582,소프트웨어 개발 및 공급업,영업이익,"190,364,411,040","194,184,071,689","154,608,044,453",01010110,20120501,5821,서울특별시 강남구 테헤란로 152 강남파이낸스센터 16층,01010110,더블유게임즈,192080,서울특별시,강남구,127.036514469,37.500028534
325,299170,더블유에스아이,코스닥시장상장법인,464,생활용품 도매업,영업이익(손실),"6,008,943,422","5,624,060,071","4,606,995,608",01318261,20180511,464,서울특별시 강남구 봉은사로44길 31 (역삼동),01318261,더블유에스아이,299170,서울특별시,강남구,127.040880086,37.507342517
334,194480,데브시스터즈,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,영업이익(손실),"56,654,442,538","-6,123,221,602","-22,185,728,015",01008762,20070530,58212,서울특별시 강남구 도산대로 327 데브시스터즈(주),01008762,데브시스터즈,194480,서울특별시,강남구,127.037613337,37.523135745
337,145720,덴티움,유가증권시장상장법인,271,의료용 기기 제조업,영업이익(손실),"69,882,395,499","39,595,641,081","44,656,130,035",00526599,20000607,27191,서울특별시 강남구 테헤란로87길 21 동성빌딩 10층,00526599,덴티움,145720,서울특별시,강남구,127.058249661,37.509048392
